code;traduction;paragraphe;marqueur;ecritures_rattachees
57-1002;SKN;517;Maintenant écoutez. Le Seigneur Jésus a dit dans Matthieu 24, que les Juifs seraient écartés de la scène. Daniel avait dit, jadis, au temps des vieux prophètes, il avait dit que 70 semaines seraient e;Matthieu 24:0
57-1002;SKN;544;Vous devez observer la - la vierge endormie, la - l'église ordinaire, confessionnelle, voyez-vous. Vous devez considérer l'église... C'est-à-dire premièrement le Juif, le Juif premièrement, qui est ju;Apocalypse 5:0, Apocalypse 11:0, Apocalypse 21:0, Genese 38:0
57-1006;SKN;555;Eh bien, ce soir, nous - nous n'avons pas l'intention de rester sur ces questions au-delà de minuit, si nous le pouvons. Ainsi nous allons - nous allons directement les aborder très bientôt. C'est la ;(aucune ref proche)
57-1006;SKN;572;"Maintenant, ces questions sont la - la profondeur du coeur de quelqu'un; des choses qu'ils ont lues dans les Écritures et qu'ils ont trouvées, et ils ne - peut-être ne pouvant pas trouver satisfaction";(aucune ref proche)
57-1006;SKN;578;"Oh! je faisais une petite plaisanterie là-dessus ou autre chose, je disais: ""Oh! c'était la fille de sa belle-mère"", quelque chose comme cela, vous savez, ou - ou ""c'était madame Caïn"". Mais cela ne r";(aucune ref proche)
57-1006;SKN;590;Si vous remarquez bien aujourd'hui, maintenant (juste pour terminer cette question), cette lignée de Caïn existe encore, la lignée de Seth aussi existe encore. Toutes les deux ont continué malgré tout;Genese 5:16, Genese 1:0, Genese 2:0
57-1006;SKN;600;"Il n'y avait pas d'autres femmes sur terre, en dehors de celles qui devaient provenir d'Eve. Elle était la mère de tous les vivants, c'est-à-dire de tous ceux qui vivaient; elle était leur mère. C'est";Genese 5:16, Genese 1:0, Genese 2:0, 2 Pierre 2:4, 1 Pierre 3:19, 2 Pierre 2:4
57-1006;SKN;611;Que celui qui a une Bible veuille bien aller à ces passages des Écritures très vite, pendant que je les lis, si vous le voulez, et pour ainsi m'aider ici pendant que nous abordons cette question.;1 Pierre 3:19, 2 Pierre 2:4, 1 Pierre 3:19, Esther 2:0, 2 Pierre 4:0, Apocalypse 11:0
57-1006;SKN;618;Maintenant, si vous remarquez bien ici, je pense que ce prédicateur en a une autre sur le - quelque chose du même genre, on y répondra un peu plus tard.;2 Pierre 4:0, Apocalypse 11:0
57-1006;SKN;631;Voyez, dans votre corps, en vous... (Nous avons une autre question là-dessus, tout de suite, qui répondra mieux à cela.) Ainsi lorsque... Il y a en vous un esprit, un autre homme. Votre extérieur, c'e;(aucune ref proche)
57-1006;SKN;668;Passons vite aux autres questions que nous avons, celles qui iront donc là en Géorgie : 67. Qu'est-ce que les pierres dans le... représentent dans Apocalypse 21.19 et 20?;Apocalypse 21:19, Esther 21:19, Apocalypse 5:0, Apocalypse 5:0
57-1006;SKN;677;Maintenant, faites attention, si vous remarquez bien, ces pierres, eh bien, vous allez voir comment ces patriarches sont représentés dans quelque chose d'autre, juste dans une autre question. 68. Expl;Apocalypse 5:0, Apocalypse 5:0
57-1006;SKN;693;Très bien, maintenant le verset 4, ou plutôt la 4e question. 70. Que représentait le fil cramoisi de Genèse 38?;Genese 38:0, Genese 38:0
57-1006;SKN;710;Et lorsque Jésus-Christ naquit, Il racheta le monde entier. Certainement, Il l'a fait. Il était le Rédempteur de chaque créature qui ait jamais été créée sur la terre. Il était le Rédempteur. Et à... ;Apocalypse 11:0, Apocalypse 11:0, Apocalypse 11:0, Apocalypse 11:0
57-1006;SKN;742;Un jeune homme m'a posé une question ce matin au sujet des dons spirituels, au sujet du parler en langues (un jeune garçon très sincère. Je crois qu'il sera ministre un de ces jours) et au sujet de l';(aucune ref proche)
57-1006;SKN;751;Qu'est-ce que ça change tant que vous êtes baptisé? Si c'est dans un étang, et... Eh bien, Philippe était baptisé dans un étang... Lorsque l'eunuque fut baptisé... lorsque Philippe baptisa l'eunuque d;Galates 1:8
57-1006;SKN;758;Eh bien, nous en arrivons à la question que vous avez posée ici. Voyez? Très bien. Eh bien, ce n'est pas juste pour une - une dame de se couper les cheveux, selon la Bible. Eh bien, écoutez ici même e;Galates 1:8
57-1006;SKN;788;"Quelqu'un parmi vous a-t-il déjà lu cela? I Corinthiens, chapitre 11, verset 10. Si vous observez bien : ""l'autorité, l'autorité des anges"", I Corinthiens, en effet, les anges, c'est l'homme, le messa";(aucune ref proche)
57-1006;SKN;795;Et vous aussi, les mamans,... Voyez? Lorsque vous sortez, vêtues de ces pantalons et des vêtements de ce genre, vivant ainsi... et lorsque vous sortez dans la rue, et - et portant ces vêtements modern;(aucune ref proche)
57-1006;SKN;818;"Ainsi, ici les ""anges"" sont ""des hommes"". Si vous remarquez bien, Frère Palmer, c'est en lettre minuscule, les ""anges"". Et la Bible va plus loin... Il parle de l'homme et de sa femme (voyez?); c'est d";Genese 1:28, Genese 2:0, Psaumes 23:0
57-1006;SKN;830;Ecoutez, Il n'est jamais allé prendre de la poussière pour créer Eve, mais Il la créa à partir de la poussière originelle : Adam. Il préleva une côte de son côté et lui créa une aide, et c'était Eve. ;Psaumes 23:0
57-1006;SKN;847;Prenez donc un cure-dent (vous savez, la partie plate d'un cure-dent) et plongez-le dans votre poudre et remplissez cette chose de poudre, juste environ quatre ou cinq petites graines, et posez cela a;(aucune ref proche)
57-1006;SKN;867;Maintenant prions pendant que vous examinez vos fruits. Maintenant, Père Divin, il y a eu des questions ardues ici ce soir. Je pourrais ne pas avoir fait la chose correcte, mais au mieux de ma connais;(aucune ref proche)
57-1006;SKN;882;Que le Seigneur vous bénisse. Je regrette de vous avoir gardés comme ça. Je me demande simplement, juste avant la communion, s'il y a quelqu'un qui est venu pour qu'on prie pour lui, qui aimerait qu'o;(aucune ref proche)
57-1006;SKN;915;"Bien, un jour, je quitterai cet endroit. Je me demande : ""Quelle sera ma fin?"" Est-ce que c'est fini? Est-ce près? J'ai quarante-huit ans. Est-ce bientôt la fin? Je me demande ceci, si c'est le cas.";(aucune ref proche)
59-0628E;SKN;9;Eh bien, ce soir, c'est une soirée inhabituelle au tabernacle, parce que c'est une soirée de questions et réponses. Et d'habitude, cela se fait une fois l'an ou tous les deux ans. Et la raison pour la;(aucune ref proche)
59-0628E;SKN;18;Je vois notre soeur Wooten debout là, avec son petit bébé. Soeur, s'il a chaud et que vous n'ayez pas de chaise, je me demande si un de nos frères ne pourrait pas en prendre une de l'intérieur pour la;(aucune ref proche)
59-0628E;SKN;24;Il y a des visiteurs ici, Seigneur. Nous prions pour eux et pour leurs églises. Il y a des ministres ordonnés de l'Evangile-ordonnés de Dieu-assis là, ils sont de loin plus compétents que moi pour rép;(aucune ref proche)
59-0628E;SKN;32;Concernant ces entretiens privés, quand je suis sur un cas, je ne le lâche jamais avant que je n'entende Dieu me parler d'une façon ou d'une autre. Ça vient lentement. Si cela prend six mois ou un an,;Matthieu 7:6, Jean 17:17, Actes 19:0, Romains 4:0, Jean 5:0
59-0628E;SKN;42;Je ne pense donc pas que je m'affilierais à une assemblée qui ne croit pas au Plein Evangile de notre Seigneur Jésus-Christ, et qui ne croit pas qu'Il est le même hier, aujourd'hui et pour toujours. Q;Jean 17:17, Actes 19:0, Romains 4:0, Jean 5:0
59-0628E;SKN;49;Par conséquent, la vérité en est qu'un homme est sauvé, je crois, s'il regarde au Calvaire et meurt dans cette condition. Je crois certainement qu'il sera sauvé, je crois qu'il le sera si auparavant i;(aucune ref proche)
59-0628E;SKN;58;"Maintenant, la question qui est posée ici, c'est : ""Vous qui prenez-vous qui prenez le vin et les biscuits, la maladie et la mort sont sur vous."" Voyez, ce... Je pense que la question est de savoir si";Esaie 14:12, Luc 10:18
59-0628E;SKN;65;Une fois, je m'étais rendu dans une église où les gens prenaient du vieux pain, et où les pécheurs maudissent et font des histoires, des choses dégoûtantes, et ils coupaient ce vieux pain et le trempa;Esaie 14:12, Luc 10:18, Ezechiel 28:12, Apocalypse 12:0
59-0628E;SKN;74;Je crois qu'il y a une autre chose ici, Ezéchiel chapitre 28, le verset 12. Voyons ce qui est dit dans Ezéchiel 28:12. Et je suis sûr qu'en étudiant ceci, qu'en examinant cela, qu'en voyant ce que dit;Ezechiel 28:12, Apocalypse 12:0, Ezechiel 28:12
59-0628E;SKN;88;Voilà Lucifer. Autrefois, il a habité en Eden. Maintenant, nous allons revenir sur ce point dans une minute, Lucifer en Eden, parce que nous avons une question sur la semence du serpent ici quelque pa;Marc 16:0, Matthieu 25:1
59-0628E;SKN;96;Ainsi, Charlie et les autres, étaient là-bas le lendemain matin, et les fusils ne faisaient que détoner, touchant des écureuils, mais moi j'étais assis derrière un arbre, me frottant les mains, disant;Matthieu 25:1
59-0628E;SKN;102;"Le Saint-Esprit vient sur une seule base; c'est quand vous répondez aux exigences de Dieu. Si jamais vous Le recevez, vous viendrez sur la base de Dieu et non selon vos propres pensées à ce sujet. Sat";Matthieu 25:1
59-0628E;SKN;111;Maintenant, c'est là que vous, bien-aimés, chers nazaréens et autres, avez dévié. Voyez? Tous nous... Pourquoi faillissez-vous? Pourquoi la Pentecôte est-elle passée et vous a-t-elle laissés? C'est pa;Romains 8:0, Ephesiens 4:30
59-0628E;SKN;138;Il n'y a plus de péchés. La question du péché est réglée. C'est la raison pour laquelle le péché paraît si sale aux yeux du Chrétien. C'est la raison pour laquelle les femmes qui sont là et qui porten;Matthieu 28:19, Actes 19:0, Matthieu 1:18, Matthieu 28:19
59-0628E;SKN;152;Ainsi, Pierre eut la même révélation. Maintenant, nous avons une vue bien exercée, là-dessus. Nous atteignons le but. Voyons voir si les disciples ont pratiqué ce genre de tir. Chaque fois qu'ils se r;Matthieu 7:21, Galates 1:8, Apocalypse 13:8, Ephesiens 1:4, Apocalypse 13:8
59-0628E;SKN;158;"Eh bien, cela ne peut pas... Vous ne pouvez pas atteindre une cible ici et une autre là-bas. Père, Fils et Saint-Esprit; vous dites : ""Qu'ils aillent de l'avant, ils ont raison!"" Et le Nom de Jésus, o";Apocalypse 13:8, Ephesiens 1:4, Apocalypse 13:8, Genese 4:0
59-0628E;SKN;171;"On parle de tenir bon! Ce n'est pas : Est-ce que je tiens bon? C'est : Lui, a-t-Il tenu bon? Ce n'est pas ce que moi j'ai fait qui compte; c'est ce que Lui a fait. Ce n'est pas : je vais cesser de fum";Genese 4:0, Genese 3:8, 1 Jean 5:18, Matthieu 19:9, Romains 4:8, Matthieu 19:9
59-0628E;SKN;183;"Ce n'était pas la postérité du diable, c'était la postérité du serpent. Et le serpent avait une postérité; la Bible dit qu'il en avait une. Et elle existe encore aujourd'hui, la postérité du serpent. ";1 Jean 5:18, Matthieu 19:9, Romains 4:8, Matthieu 19:9, 1 Jean 5:0, 1 Jean 5:16
59-0628E;SKN;189;"Et si un homme épouse une femme qui a mené une vie impure avant qu'elle ne l'épouse, et qu'ensuite elle vienne vers lui, même s'ils sont mariés depuis longtemps et qu'elle vienne lui dire ensuite : ""C";1 Jean 5:0, 1 Jean 5:16
59-1219;SKN;4;"Eh bien, ma femme est la personne qui me corrige; vous comprenez, mes frères, de quoi je parle. Elle m'a dit que les gens qui étaient dans le fond hier soir ne m'entendaient pas, parce que je parlais ";Actes 19:5
59-1219;SKN;10;Maintenant, les Hommes d'affaires Chrétiens ont projeté une importante série de réunions, il s'agit d'être premièrement en Floride pour leur conférence, de là, nous irons à Kingston, puis à Haïti, ens;Actes 19:5
59-1219;SKN;24;"Maintenant, nous avons ici quelques questions très difficiles, et nous allons tout de suite nous y mettre. Quelqu'un a regardé tous ces livres que j'avais. J'ai dit : ""Eh bien, un homme intelligent n'";Jean 3:3, Jean 3:16, Actes 2:0, Jean 17:17, Luc 24:49
59-1219;SKN;31;Je voudrais, juste une minute...Cela ne ferait pas de mal. C'est enregistré. Et s'il arrivait qu'un ministre - ou quelqu'un d'autre, ne soit pas d'accord avec ce que j'ai l'intention de dire maintenan;Actes 2:0, Jean 17:17, Luc 24:49, Jean 14:0
59-1219;SKN;48;"Maintenant, remarquez. Jésus leur avait ordonné de monter à Jérusalem et d'y attendre. Le mot ""tarder"" [""tarry"" - N.D.T] signifie ""attendre"" [""wait"" - N.D.T.], il ne signifie pas prier, il signifie ""a";(aucune ref proche)
59-1219;SKN;55;"Or, ils avaient peur des Juifs. Eh bien, souvenez-vous de cela. Ils avaient peur des Juifs. Alors, tout à coup, il y eut un bruit comme celui d'un vent impétueux. Ce n'était pas un vent impétueux; c'é";(aucune ref proche)
59-1219;SKN;63;Maintenant, je voudrais vous poser une question. A quel moment la rumeur a-t-elle commencé? S'ils durent sortir de cette chambre haute pour descendre l'escalier et aller dans le parvis du palais - ou ;(aucune ref proche)
59-1219;SKN;74;Après que Wesley eut prêché la Sanctification, beaucoup de petites branches en sont sorties, telles que les méthodistes wesleyens, les nazaréens, et ainsi de suite, qui firent en sorte que le feu cont;1 Samuel 18:10
59-1219;SKN;86;Maintenant, si quelqu'un entendait cette bande, ou si quelqu'un ici est en désaccord, rappelez-vous, faites-le amicalement, frère, parce que je vous aime. La première question, ce soir, est celle-ci :;1 Samuel 18:10
59-1219;SKN;96;"Si la Bible dit que Jésus-Christ est le même hier, aujourd'hui et pour toujours, Sa puissance est encore la même; le Saint-Esprit est pour quiconque Le désire, qu'il vienne et s'en tienne à la Parole.";(aucune ref proche)
59-1219;SKN;103;Et le jeune homme en question s'est mis en ordre. Il est revenu. Nous découvrons dans II Corinthiens qu'il s'est vraiment mis en ordre avec Dieu.;(aucune ref proche)
59-1219;SKN;109;La prédestination ou la prescience de Dieu sait tout au sujet des petits bébés (vous voyez?), tout ce qu'ils devaient faire. Et Il savait qu'ils mourraient. Il le savait. Rien ne peut arriver sans que;(aucune ref proche)
59-1219;SKN;123;"Maintenant, cher ami, pour revenir à votre question qui dit : ""Je préférerais prononcer cinq mille - cinq mots dans - de façon que les gens puissent me comprendre, plutôt que cinq mille (ou peu import";(aucune ref proche)
59-1219;SKN;129;Or, il y a une différence entre une prophétie et un prophète. La prophétie va d'une personne à une autre, mais un prophète naît prophète dès son berceau. Il a le AINSI DIT LE SEIGNEUR! On n'a pas à le;(aucune ref proche)
59-1219;SKN;149;"Voilà l'église pentecôtiste en action. Les mauvais esprits n'ont aucune possibilité de s'y glisser, parce que c'est déjà... La Bible le dit avec précision : ""Que trois parlent, chacun à son tour, et q";Hebreux 6:4, Jean 5:24, Jean 6:0
59-1219;SKN;157;Dites la vérité. Le Père Noël est une invention catholique au sujet d'un certain Kriss Kringle dit Saint Nicolas, un vieux saint allemand catholique d'il y a longtemps, qui allait partout, faisant du ;Hebreux 6:4, Jean 5:24, Jean 6:0, Hebreux 10:0
59-1219;SKN;178;Maintenant, considérez ce qu'il dit. Maintenant, observez. Il y avait cette question-ci. Bon. Et puis, nous terminerons... Cette chose m'a tourmenté pendant des années.;(aucune ref proche)
59-1219;SKN;192;"Je dis : ""Je me demande ce que cela signifie?"" Seulement je... Or, je n'avais rien en tête pendant que j'étais là-bas. Je pensais simplement donc... Mais juste pendant que j'étais assis là, je me disa";Hebreux 6:0
