ref;occurrences;top_sermons;resume_amorce
Deuteronome 18:0;7;"SKN 62-0712; SKN 62-0718; SKN 64-0617; VGR 64-0617; SKN 62-0117";"Ainsi donc les pharisiens avaient leur propre conception de cela; mais voici Dieu venir avec Sa conception de cela. Voyez-vous? Les pharisiens pensaient que cela se ferait de telle manière, Il était pratiquement en dehors des Ecritures selon leur pensée; mais Il était parfaitement dans les Ecritures selon Sa propre manière de penser. Donc vous devez avoir en vous la pensée qui était en Christ afin de connaître les Ecritures. Et maintenant, eux... Jésus a donc dit: «Ce sont Elles qui rendent témoignage de Moi.» Maintenant, nous pouvons prendre jusqu’à–encore une heure ou deux, sans jamais termi"
Esaie 65:0;7;"SKN 61-0730E; VGR 61-0730E; SKN 64-0802; VGR 64-0802; SKN 63-0803E";"Jérémie 3.12 à 18 inclus, lisons-le. Dans Jérémie, au chapitre 18, je crois. Oui. Non, au chapitre 12, excusez-moi, le chapitre 12 de Jérémie, et commençons au–au... Jérémie 3, excusez-moi. C’est Jérémie 3 que j’ai noté ici, là où… pendant que j’étudiais, le Saint-Esprit me guidait d’un passage à un autre, et je ne faisais que noter de mon mieux. Jérémie 3, et puis les versets 12 à 18 inclus. Lisons-le : Va, crie ces paroles vers le septentrion, et dis : Reviens, infidèle Israël ! dit l’Éternel; je ne jetterai pas sur vous–sur vous... ferai pas peser sur vous un visage irrité, car je suis misé"
Matthieu 4:0;7;"SKN 63-0321; SKN 63-0319; VGR 63-0321; VGR 63-0319; SKN 64-0125";Nous voyons qu’il se fait tuer par l’épée aussi, par l’épée de la Parole. La Parole de Dieu, cette épée pénétrante, à deux tranchants, elle le tue, elle le jette à terre. Attendez que ces Sept Tonnerres fassent entendre leurs voix à ce groupe qui est vraiment capable de prendre la Parole de Dieu et La manier, là. Elle va trancher et couper. Et ils peuvent fermer les cieux. Ils peuvent fermer ceci, ou faire cela, tout ce qu’ils veulent. Gloire! Il sera tué par la Parole qui sort de la bouche de Dieu, qui est plus tranchante qu’une épée à deux tranchants. Ils pourraient faire apparaître cent mil
Hebreux 9:0;7;"SKN 52-0716; SKN 53-0729; VGR 53-0729; SKN 63-1028; VGR 63-1028";"Maintenant, lorsqu’Il est venu, Il a dit: «Je ne fais que ce que le Père Me montre de faire; c’est ce que Je fais. Et ce qu’Il Me montre... Je ne fais rien... Je ne fais rien jusqu’à ce qu’Il Me le dise. » Lorsqu’Il est passé près de la piscine, et qu’Il a vu tous ces gens, et qu’Il a guéri un homme, les Juifs L’ont interrogé: «Eh bien, a-t-Il dit, Je ne fais que ce que le Père Me montre. Je ne peux rien faire. Mais Il va... Tout ce qu’Il fait, Il Me le montre, et ensuite Je vais le faire. » C’est vrai, dans Jean 5.19. Et nous le voyons. Il était un Homme bon, un Homme humble. Et pourtant Il é"
Matthieu 2:0;7;"SKN 54-0103M; VGR 54-0103M; SKN 53-0606; SKN 62-0628; SKN 60-1211E";"Bien, essayons de bien comprendre ceci maintenant. ""La désolation est proche lorsque vous voyez Jérusalem investie de toute part par des armées."" Eh bien, il y a eu beaucoup de confusion là-dessus parmi les gens dans le... mais abordons cela d'un point de vue historique, Bible à l'appui. Bon, les frères adventistes, les frères adventistes du septième jour croient que-que Jérusalem sera de nouveau investie de toute part par des armées. Eh bien, cela pourrait donc être vrai, parce que l'Ecriture a bien souvent une application multiple. Combien savent que l'Ecriture a une application multiple pou"
Jean 19:0;7;"SKN 56-1004; SKN 53-1109; SKN 61-0205E; SKN 53-0606; SKN 56-0428";"Notre Père céleste, Tu as vu les mains, chacune d'elles. Et sachant que nous vivons à la fois dans un monde naturel et dans un monde surnaturel, les anges sont rassemblés ici ; Christ est ici. Et tout ceux qui ont levé la main ont reçu cette invitation venant du Père. Il a frappé à leur coeur. Et Tu as dit : "" Tous ceux que le Père M'a donnés viendront à Moi. "" Nous savons que c'est la vérité, Père, et nous en sommes très reconnaissants. Maintenant, à Ta propre manière, veuille leur donner le baptême du Saint-Esprit. Revêts-les de la Robe de Christ et puissent-ils s'appuyer sur Sa justice seul"
Hebreux 11:1;7;"SKN 57-0925; VGR 57-0925; SKN 51-0508; SKN 56-0715; VGR 56-0715";"Pierre a dit: ""Tu es le Christ, le Fils du Dieu vivant."" Ecoutez! ""Tu es béni, Simon Bar-jona (le fils de Jonas), la chair et le sang ne t'ont jamais révélé cela."" Amen! Voyez, cela devait venir par une révélation spirituelle. La chair et le sang n'ont jamais dit à Abel qu'il était dans l'erreur (plutôt à Caïn qu'il était en erreur), ils n'ont jamais dit à Abel que Caïn était dans l'erreur, mais il a été révélé à Abel que c'était le sang. Nous allons aborder cette question dans quelques minutes. C'était le sang, et non un fruit, qui nous avait chassés du jardin d'Eden. C'était le sang, et Abel"
Jean 16:0;7;"SKN 65-0124; SKN 65-0219; VGR 65-0219; VGR 65-0124; SKN 52-0810E";C'est à fin, ô Dieu, que Ton grand Nom soit honoré aujourd'hui, en faisant entrer dans Ton Royaume chaque âme perdue et errante qui écoute notre voix, ou à qui parviendra cette bande, dans les contrées païennes, là où elles vont, partout dans le monde. Je prie, Père céleste, qu'il n'y ait pas une seule personne faible parmi nous aujourd'hui. A la fin du service, puisse l'Eternel Dieu sauver chaque âme perdue, guérir chaque corps malade, et remplir de joie le coeur de Ses enfants. C'est pourquoi nous avons la foi, Seigneur, en demandant au Nom de Jésus, à Dieu notre Père (en effet, Il a promis 
Esaie 61:0;7;"SKN 65-0219; VGR 65-0219; SKN 55-0410M; SKN 65-0125; VGR 55-0410M";"Et j'ai dit : ""Bien, tu n'y es pour rien. C'était une erreur d'impression dans la Bible."" J'ai dit : ""Cette page n'était tout simplement pas insérée."" Bien! Je me suis mis à L'examiner de nouveau, Elle était tout aussi parfaite que possible sauf que le 16ème chapitre se termine - une partie - une partie de ce chapitre - juste à peu près huit centimètres à partir du bout, ça va jusqu'au 17ème chapitre, de l'autre côté, même chose. Et comme c'était une nouvelle Bible, ces deux pages étaient parfaitement collées ensemble et je lisais le 17ème chapitre au lieu du 16ème. ""Eh bien, ai-je dit, c'est "
Zacharie 4:0;7;"SKN 64-0830M; VGR 64-0830M; VGR 53-0729";"Et bien entendu, je sais que les femmes désirent paraître jolies; c’est naturel, et ce – c’est ce qu’elles devraient être. Voyez–vous? Elle devrait être ainsi. Et alors, c’est bien, mais ne – ne, en d’autres termes, ne ressemblez pas au monde. (Voyez-vous?); ne suivez pas l’exemple du monde. De mauvaises choses... Vous les voulez coiffés comme cela, mais alors ne coupez pas votre chevelure. Si vous avez des tresses pendantes, ou – ou quoi que ce soit dans votre chevelure, laissez-la longue. Ne la coupez pas de manière à ressembler au monde. Si vous n’êtes que de petites filles... Mon oncle ava"
Hebreux 11:2;7;"SKN 53-0604; SKN 53-0607E; SKN 52-0817E; SKN 51-0501; SKN 53-0614";"Dans Actes, chapitre 27, voici les versets que je lis, à partir du verset 21: On n’avait pas mangé depuis longtemps. Alors Paul, se tenant au milieu d’eux, leur dit: O hommes, il fallait m’écouter et ne pas partir de Crète, afin de causer ce... d’éviter ce péril et ce dommage. Maintenant je vous exhorte à prendre courage; car aucun de vous ne périra, et il n’y aura de perte que celle du navire. Maintenant, écoutez: Un ange du Dieu à qui j’appartiens et que je sers m’est apparu cette nuit, Et m’a dit: Paul, ne crains point; il faut que tu comparaisses devant César, et voici, Dieu t’a donné tous"
Psaumes 103:0;7;"SKN 59-0707; SKN 59-1220M; SKN 60-0109; SKN 56-0612; SKN 50-0100";… et une bonne soirée à tous les serviteurs de Christ qui sont ici et à ceux qui suivent à la radio. C’est un privilège pour moi de venir ce soir, pour parler à cette belle assistance. Et je me suis souvent demandé ce que je ferais si je tenais dans le…, un plateau, une tasse, un verre, comme on appellerait cela, deux gouttes du Sang littéral du Seigneur Jésus. Je me suis souvent dit : « Si on m’accordait ce privilège de porter deux gouttes du Sang littéral du Seigneur, combien je serrerais cela contre mon coeur, je marcherais très humblement et très lentement, veillant à chaque pas, afin que 
Levitique 23:0;7;"SKN 64-0719M; VGR 64-0719M";"Maintenant, ici, permettez-moi de dire ceci : chaque Trompette qui a sonné, a sonné sous le Sixième Sceau. Nous y arriverons dans quelques minutes, là où nous avons eu le sceau. Toutes les Trompettes ont sonné sous le Sixième Sceau. En effet, au Septième Sceau, il y a eu le silence. Personne ne savait; c'était la minute ou l'heure où Christ allait venir, comme Il nous l'a révélé. Mais chaque Trompette a sonné sous le Sixième Sceau, lors de la persécution des Juifs. Remarquez, Apocalypse 8, là, et à partir du verset 7. Tout cela a été l'appel lancé à Israël pour sortir, dans le naturel, en Egyp"
Apocalypse 20:0;6;"SKN 60-1225; VGR 60-1225; SKN 64-0830M; VGR 64-0830M; SKN 61-0730E";Et ça doit être vers ce moment-là, et ils–ils doivent avoir levé les yeux et avoir vu ce nouveau Visiteur. Il a commencé à les conduire vers l’occident. Ils se sont très vite engagés sur la route vers l’occident, traversant le fleuve Tigre, passant par le désert, parcourant des montagnes, des terrains boueux. Oh! la la! Sur tout le parcours, ils savaient qu’il se passait quelque chose, il y avait quelque chose de surnaturel. Et où ont-ils abouti? Ils ont dit : «Assurément, si ceci est la prophétie de Daniel, cette grande ville de Jérusalem, la capitale de... les religieux de cette nation-là se
Deuteronome 4:0;6;"SKN 65-0718M; SKN 65-1127B; SKN 63-0412M; SKN 63-1127; VGR 65-0718M";"Maintenant, prenez toutes ces conditions à remplir, toute la Parole, tous les types et ces choses, et regardez où vous vous trouvez. Pensez à l'heure dans laquelle nous vivons. Regardez là-bas où environ un dixième de la terre est sur le point de sombrer. La science le déclare. Les gens regardent leur montre. Il y a quelques années, ils disaient: ""Il est minuit moins trois maintenant."" C'est peut-être une minute; c'est peut-être une demi-minute, maintenant. Ils disaient: ""Cela n'arrivera pas dans notre génération."" ""Cela pourrait arriver dans cinq minutes."" Et remarquez, il dit ensuite: ""Cinq "
Luc 16:16;6;"SKN 56-0225; SKN 57-0925; VGR 57-0925; SKN 55-0501E; SKN 55-0220E";Eh bien, si nous allons découvrir maintenant même quelle est la foi pour laquelle nous combattons, et que cette foi-là est celle qui a été transmise aux saints une fois pour toutes, il nous faudra retourner à cette époque-là pour découvrir quel genre de foi ils avaient. Et alors, nous pourrons dire si réellement nous combattons pour cette foi-là. Est-ce assez raisonnable? Nous retournons dans la Bible. Et maintenant, rappelez-vous, je suis un méthodiste, presbytérien, luthérien, pentecôtiste, tout, je–je... tout cela, je le suis. Voyez? Eh bien, retournons pour découvrir ce qui est vrai et ce 
Actes 1:0;6;"SKN 60-0911E; SKN 54-0515; SKN 50-0716; VGR 54-0515; VGR 59-1219";Qui a fondé cette Eglise? Jésus-Christ. Pas un évêque, pas un groupe d'hommes, pas un pape, pas du tout une puissance humaine. Mais Jésus-Christ en a parlé comme étant Son Royaume qui venait avec puissance. «Quelques-uns de ceux qui sont ici...», Matthieu 16, «En vérité, je vous le dis, quelques-uns de ceux qui sont ici ne mourront point qu'ils n'aient vu le Royaume de Dieu venir avec puissance». Juste quelques jours après cela, Il fut crucifié, et le Saint-Esprit descendit. «Quelques-uns de ceux qui sont ici ne mourront point qu'ils n'aient vu le Royaume de Dieu.» «Est-ce en ce temps que Tu r
Esaie 32:2;6;"SKN 62-0609E; SKN 62-0513E; SKN 62-0518; SKN 62-0622B; SKN 63-0113M";"Je prie pour tous les prédicateurs ici, leurs assemblées. Et nous Te rendons déjà des actions de grâces, Seigneur, pour les témoignages de cette seule nuit de prière pour les malades, qui commencent à venir, et pour le petit enfant, Seigneur, oh! c’est un témoignage pour le médecin. Christ est le Médecin en chef. Il guérit toutes nos maladies. Nous en sommes si reconnaissants. Maintenant, Père céleste, nous Te prions de continuer à être avec la famille ainsi qu’avec tous ceux pour qui on a prié; et qu’ils ne soient absolument pas nerveux et agités; mais qu’ils attendent simplement et qu’ils se"
Ephesiens 4:0;6;"SKN 62-1014M; SKN 57-0908E; VGR 60-0911E; VGR 62-1014M; SKN 61-1231M";Oh! la la! Après que vous avez eu la foi, la vertu, la connaissance, la tempérance, la patience, alors: être comme Dieu. Ouf! Vous dites: «Je ne le peux pas, Frère Branham.» Oh! Si, vous le pouvez! Permettez-moi simplement de vous lire quelques passages des Ecritures ici, une minute. Matthieu 5.48. Nous prendrons celui-ci, et nous verrons ce que cela donne–– Matthieu 5.48–– , et nous verrons si vous êtes censés être comme Dieu. Vous savez, la Bible déclare: «Vous êtes des dieux.» C’est Jésus qui l’a dit. Pourquoi? Toute la vertu... Tout ce qui est en Dieu est en vous. Matthieu 5.48: «Soyez... 
Ephesiens 1:13;6;"SKN 61-0217; SKN 54-0515; VGR 54-0515; SKN 63-0317E; VGR 63-0317E";Maintenant, la Première Guerre mondiale, la Deuxième Guerre mondiale, et maintenant, nous sommes prêts pour la troisième Guerre mondiale: ça se fomente partout. Qu’est-ce ? Israël est dans sa partie, attendant son Messie. L’Eglise des Gentils, l’âge pentecôtiste, Luther, Wesley, et maintenant l’âge pentecôtiste est devenu tiède et a vomi Jésus, et Il les vomit : c’est juste, l’âge pentecôtiste. Mais juste à la fin, avant que le monde soit détruit, Jésus a dit : «Ce qui arriva du temps de Sodome, arrivera de même à la Venue du Fils de l’homme», que l’Eglise des Gentils recevra la même puissance
Galates 3:16;6;"SKN 57-0908E; SKN 61-0806; VGR 61-0806; VGR 57-0908E; SKN 57-0915M";"Eh bien, vous dites : ""Oh! j'aimerais être Abraham!"" Si nous sommes morts en Christ, nous sommes la postérité d'Abraham et nous sommes héritiers selon la promesse. C'est vrai, c'est ce que dit la Bible. Voudriez-vous le lire? Eh bien, la Bible dit que - que la promesse n'était pas seulement faite à Abraham et à ses postérités. Comme vous... Abraham avait sans doute beaucoup de postérités, beaucoup d'enfants. Ismaël était son enfant. Il eut sept ou huit enfants d'une autre femme, Ketura, après la mort de Sarah. Mais, voyez-vous, la postérité, c'était celle qui était promise : Isaac. Et par Isaa"
Apocalypse 18:0;6;"SKN 62-1111E; VGR 62-1111E; SKN 65-0801M; VGR 65-0801M";"Naaman voulait se débarrasser de sa lèpre dans les eaux de son propre pays; il n'avait pas aimé les eaux boueuses du Jourdain. Mais si jamais il devait se débarrasser de sa lèpre, il devait entrer là dans cette boue, exactement tel que le lui avait dit le prophète. Vous voyez? Dieu ne fait acception de personne. Remarquez, elle était la première dénomination. Regardez ses filles, elles ont fait la même chose, elles ont ajouté des crédos et des dogmes au lieu de la Parole. Ne me racontez pas des histoires; désignez-moi une seule qui ne vienne pas d'elle. Montrez-moi un seul pasteur qui peut acc"
Esaie 14:0;6;"SKN 65-0801M; VGR 65-0801M; SKN 65-0829; SKN 65-0911; VGR 65-0829";Mais laissons les Ecritures le dévoiler ce matin, et voyons cela, ensuite vous saurez ce que c'est. Laissons les Ecritures, de même que cela arrive dans des réunions où le discernement est exercé, lorsque le Saint-Esprit entre dans Sa Parole et appelle tel homme et dit : «Tu n'as rien à faire pour vivre avec cette autre femme. Que fais-tu depuis dix ans en courant avec la femme d'un autre?» Qu'est-ce qu'Il fait? Il le dévoile, Il expose Satan qui garde cet homme lié, ou cette femme qui vit avec le mari d'une autre femme, ou le péché qu'ils ont commis, les choses qu'ils ont faites. Qu'est-ce qu
Genese 3:8;6;"SKN 57-0925; VGR 57-0925; SKN 59-0628E; VGR 59-0628E";"Les clefs ont fait ""clic"" ici, et elles ont fait ""clic"", là-bas. C'est la raison pour laquelle les disciples de Jean ont dû venir se faire rebaptiser, une nouvelle fois, au Nom de Jésus-Christ (avant qu'ils puissent entrer au ciel), recevoir le Saint-Esprit. Il a tenu Sa Parole. Ainsi, cela ne vous embrouille plus maintenant, n'est-ce pas? Voyez? Certainement, Matthieu 28.19, c'étaient des titres, pas des noms. Très bien. Combien de temps avons-nous encore? Pouvons-nous encore avoir quinze minutes pour vite répondre à quelques questions de plus? Est-ce possible? Très bien, nous allons nous dép"
Matthieu 24:28;6;"SKN 64-0823M; SKN 64-0830E; VGR 64-0823M; SKN 65-0725M; VGR 64-0830E";"Maintenant, imaginez-vous que toutes ces sœurs qui sont là-bas ne veulent même pas – ne veulent pas préparer, ne veulent pas manger, elles doivent mendier tout ce qu’elles possèdent. Elles ne veulent pas... Elles se fabriquent de petits balais pour enlever les fourmis et autres de la rue, parce qu’elles croient dans la réincarnation; elles pensent qu’elles marcheraient peut-être sur leurs parents. Ils ne marchent pas sur des fourmis et ne tuent pas des mouches ou autres; ils ne stérilisent même pas le couteau dont ils vont se servir pour opérer un doigt. Ils préfèrent laisser l’homme mourir pa"
Matthieu 12:42;6;"SKN 60-0710; SKN 61-0412; SKN 57-0517; SKN 61-0119E; VGR 56-1001";"Eh bien, vous pouvez penser que je ne suis qu’une vieille baderne, mais frère, c’est absolument du bon sens. C’est vrai. C’est absolument la Vérité de l’Evangile; il y a donc quelque chose qui cloche quelque part, ami. Ce dont nous avons besoin, c’est de quelqu’un pour le dire, quelqu’un pour le proclamer, et de quelqu’un pour le vivre. Maintenant, c’est tout à fait vrai. Eh bien, que le Seigneur nous vienne en aide. En parlant comme ceci, je sais en effet que je ne voudrais pas prendre trop de votre temps; vous aurez des réunions dans vos églises ce soir. Vous les visiteurs, je sais, vous ave"
Matthieu 11:6;6;"SKN 62-0712; SKN 62-0603; SKN 62-0624; SKN 61-0806; VGR 61-0806";Et Israël a été enseigné à croire à ses prophètes. Eh bien, qu’est-ce qu’Il a dit? «S’il se trouve parmi vous quelqu’un qui est spirituel, ou un prophète, Moi, l’Eternel, Je me ferai connaître à lui dans des visions, Je lui parlerai par des songes. Et si ce que dit ce prophète arrive, alors écoutez-le. Mais si cela n’arrive pas, alors ne l’écoutez pas.» Ce n’est que raisonnable. Assurément. S’il a dit une chose et que cela ne se produise pas, c’est faux. Si un prophète venait en donnant des prophéties, et que cela ne s’accomplisse pas, alors observez et voyez si cela s’accomplit. Si cela n’arr
Esaie 1:0;6;"SKN 62-1124E; SKN 59-1220M; SKN 63-1028; VGR 63-1028";"Ceci pourrait être approprié pour le moment. Il y a une chose qui fait que nous ne pouvons même pas rester éveillés, ou à peine, pendant un sermon. Ce n’est pas le cas ici ; mais à plusieurs endroits, quelqu’un tire toujours sur ma queue de pie [sorte de costume – N.D.T.], disant : « Hé, hé, hé. Nous devons faire ça et ça. » Qu’y a-t-il de plus important que proclamer la Parole de Dieu ? C’est ma conception des choses. Les réunions en plein air qui... Le prédicateur à l’ancienne mode se tenait là, et prêchait jusqu’à ce que le sa – sang et la sueur, pour ainsi dire, coulaient jusque dans ses c"
Apocalypse 2:0;6;"SKN 64-0802; SKN 61-1015M; SKN 65-1206; SKN 54-0220; SKN 55-1006A";"Vous voyez, l’ennemi est sorti, alors que le bon semeur était sorti semer une bonne Semence; et l’ennemi est venu derrière lui semer une semence corrompue. «Mais la pluie tombe sur les justes et sur les injustes; le soleil.» Tout ça doit pousser. Jésus a dit: «Laissez-les pousser ensemble. Ce jour-là, elle sera liée, l’ivraie.» Et maintenant, ils sont en train de se lier, dans de grandes organisations, en train de former une gerbe immense, le Conseil mondial des Eglises. Et quelle était la fin? Ça doit être brûlé. Mais le grain sera emporté dans le grenier. Voyez? Alors qu’ils vivent tous les "
Esaie 61:1;6;"SKN 62-0908; VGR 65-0219; VGR 62-0908; SKN 56-0715; VGR 56-0715";"Maintenant, la vision s'est accomplie. Et qu'est-ce qui a fait que je me suis toujours arrêté, sans le savoir, à ce 5ème verset... C'est tout ce que j'ai jamais lu. Mais il y a plus dans ce chapitre, plusieurs autres versets. Maintenant, vous pourrez dans votre chambre d'hôtel ou chez vous ce soir, aussitôt après la réunion, lire le reste parce que j'ai inscrit plusieurs Ecritures ici auxquelles je veux me référer, et des notes auxquelles je veux me référer. Et je veux que vous les lisiez en rentrant chez vous. Je les citerai, cela sera sur la bande. Vous devriez en noter quelques-unes; eh bie"
Luc 2:0;6;"SKN 55-0806; SKN 54-0403; SKN 55-0807E; SKN 60-1211E; VGR 60-1211E";"Et écoutez. M'entendez-vous? Suivez attentivement. Ce que Jésus était à l'époque, Il l'est aujourd'hui, sinon la Bible est fausse. Est-ce vrai? Ce que la foi était à l'époque, celle pour laquelle ils ont combattu jadis, elle l'est aujourd'hui, sinon nous sommes de faux témoins, sinon la Bible est fausse. Maintenant, cela n'est pas possible, et les Ecritures disent : "" Il est le même hier, aujourd'hui et éternellement. "" S'Il est mort et qu'Il est allé dans la tombe, et que tout est fini, Il est juste comme un homme quelconque, comme Bouddha, Mahomet, ou tous les autres hommes. Mais s'Il est re"
Matthieu 25:46;6;"SKN 57-0925; VGR 57-0925";Et donc c'est un peu... Quand nous devenons un petit peu âgé et affaibli, vous savez, et que nous devons perdre ces choses, cela devient désagréable. Et ainsi je... Alors que j'étais sorti avec Frère Roberson qui est là au fond et les autres, un matin je la brossais et j'en ai cassé un bout, et je devais l'amener chez le docteur pour la faire réparer. Ainsi, que le Seigneur ajoute Ses bénédictions. Maintenant nous allons là... Maintenant, je vais essayer de les parcourir toutes, si possible. Et Frère Tony, par la grâce de Dieu, j'ai l'interprétation de votre songe et il était merveilleux. Je s
Genese 45:0;6;"SKN 60-1204M; VGR 60-1204M; VGR 53-0729; SKN 61-0730E; VGR 61-0730E";"Et ce sera un temps de pleurs, non seulement pour les Juifs qui L'ont rejeté en tant que Messie, mais aussi pour le reste de ces Gentils qui L'ont accepté - ou plutôt qui L'ont rejeté en tant que le Messie de leur temps; ils gémiront et pleureront. Les vierges folles gémiront, elles sont cette église qui a refusé de mettre de l'huile dans sa lampe. Dix vierges sont sorties; toutes de braves personnes, mais cinq d'entre elles avaient de l'huile dans leurs lampes. Les cinq autres étaient aussi de braves personnes, de braves personnes, mais elles avaient manqué de mettre de l'huile dans leurs lam"
